indicator_code,indicator_name,year,start_year,end_year,dimension_type,dimension_code,dimension_name,numeric,value
MORT_300,Distribution of causes of death among children aged < 5 years (%),2008,2008,2008,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0
CM_04,Number of deaths among children ages 5 to 9 years,1996,1996,1996,SEX,SEX_BTSX,Both sexes,73439.0,73 439 [65 386-83 655]
MORT_100,"Number of deaths in children aged <5 years, by cause",2001,2001,2001,SEX,SEX_BTSX,Both sexes,6711.78045,6711.8
MORT_100,"Number of deaths in children aged <5 years, by cause",2011,2011,2011,SEX,SEX_BTSX,Both sexes,1879.11521,1879.1
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1992,1992,1992,SEX,SEX_BTSX,Both sexes,208.349705644,208.3 [195.0-222.5]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2006,2006,2006,SEX,SEX_FMLE,Female,73.497883165,73.5 [68.4-79.0]
MORT_100,"Number of deaths in children aged <5 years, by cause",2002,2002,2002,SEX,SEX_BTSX,Both sexes,8637.301321391,8637
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2007,2007,2007,SEX,SEX_FMLE,Female,15551.0,15 551 [9109-22 195]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1991,1991,1991,SEX,SEX_BTSX,Both sexes,16.661682263,16.7 [11.8-22.6]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2000,2000,2000,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.16331,0.2
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1969,1969,1969,SEX,SEX_BTSX,Both sexes,152.763285492,152.8 [137.1-171.5]
MORT_100,"Number of deaths in children aged <5 years, by cause",2009,2009,2009,SEX,SEX_BTSX,Both sexes,6857.41242,6857.4
MORT_100,"Number of deaths in children aged <5 years, by cause",2018,2018,2018,SEX,SEX_BTSX,Both sexes,53924.50117221732,9210.405471956225
MORT_100,"Number of deaths in children aged <5 years, by cause",2008,2008,2008,SEX,SEX_BTSX,Both sexes,13440.75977,13440.8
MORT_100,"Number of deaths in children aged <5 years, by cause",2009,2009,2009,SEX,SEX_BTSX,Both sexes,47342.202125599,47 342
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,1993,1993,1993,SEX,SEX_FMLE,Female,50948.0,50 948 [44 600-58 652]
MORT_100,"Number of deaths in children aged <5 years, by cause",2014,2014,2014,SEX,SEX_BTSX,Both sexes,14255.688201904,14 256
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1992,1992,1992,SEX,SEX_FMLE,Female,16057.0,16 057 [8299-24 289]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2016,2016,2016,SEX,SEX_BTSX,Both sexes,7.508298884,7.5 [3.0-13.0]
MORT_200,Deaths per 1 000 live births,2004,2004,2004,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,21.9049,21.9
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,1991,1991,1991,SEX,SEX_FMLE,Female,51017.0,51 017 [44 210-58 757]
CM_04,Number of deaths among children ages 5 to 9 years,2012,2012,2012,SEX,SEX_BTSX,Both sexes,79717.0,79 717 [69 589-90 618]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2014,2014,2014,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.02212,0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1994,1994,1994,SEX,SEX_BTSX,Both sexes,224.266876142,224.3 [206.3-243.1]
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2002,2002,2002,SEX,SEX_MLE,Male,29.914235586,29.9 [26.5-33.7]
MORT_200,Deaths per 1 000 live births,2002,2002,2002,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,4.28962,4.3
MORT_100,"Number of deaths in children aged <5 years, by cause",2010,2010,2010,SEX,SEX_BTSX,Both sexes,26413.62095,26413.6
MORT_200,Deaths per 1 000 live births,2005,2005,2005,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,2.38944,2.4
MORT_100,"Number of deaths in children aged <5 years, by cause",2000,2000,2000,SEX,SEX_BTSX,Both sexes,218865.05640276,218 865
MORT_100,"Number of deaths in children aged <5 years, by cause",2016,2016,2016,SEX,SEX_BTSX,Both sexes,22595.068416895,22 595
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2013,2013,2013,SEX,SEX_FMLE,Female,15453.0,15 453 [12 267-19 459]
MORT_100,"Number of deaths in children aged <5 years, by cause",2002,2002,2002,SEX,SEX_BTSX,Both sexes,0.0,0.0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1999,1999,1999,SEX,SEX_BTSX,Both sexes,66009.0,66 009 [51 324-81 693]
MORT_100,"Number of deaths in children aged <5 years, by cause",2021,2021,2021,SEX,SEX_BTSX,Both sexes,177.33609,177.3
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2013,2013,2013,SEX,SEX_MLE,Male,23.613324563,23.6 [19.8-28.0]
MORT_100,"Number of deaths in children aged <5 years, by cause",2006,2006,2006,SEX,SEX_BTSX,Both sexes,45769.49353,45769.5
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2011,2011,2011,SEX,SEX_MLE,Male,18331.0,18 331 [9678-27 847]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2001,2001,2001,SEX,SEX_MLE,Male,32841.0,32 841 [25 487-40 594]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2020,2020,2020,SEX,SEX_BTSX,Both sexes,7.770957925,7.8 [5.5-11.0]
MORT_100,"Number of deaths in children aged <5 years, by cause",2004,2004,2004,SEX,SEX_BTSX,Both sexes,16802.532440186,16 803
MORT_100,"Number of deaths in children aged <5 years, by cause",2009,2009,2009,SEX,SEX_BTSX,Both sexes,0.0,0.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),2003,2003,2003,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00096,0
MORT_200,Deaths per 1 000 live births,2008,2008,2008,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,25.62002,25.6
MORT_200,Deaths per 1 000 live births,2011,2011,2011,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.03245,0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2003,2003,2003,SEX,SEX_BTSX,Both sexes,179.518307297,179.5 [166.4-194.0]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2013,2013,2013,SEX,SEX_FMLE,Female,8.527102281,8.5 [6.8-10.7]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2020,2020,2020,SEX,SEX_FMLE,Female,6.724851834,6.7 [4.6-9.8]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2012,2012,2012,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.01335,0
CM_02,Number of infant deaths,1993,1993,1993,SEX,SEX_BTSX,Both sexes,476889.0,476 889 [447 318-508 356]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2012,2012,2012,SEX,SEX_MLE,Male,18652.0,18 652 [9396-28 810]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2010,2010,2010,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.08621,0.1
MORT_200,Deaths per 1 000 live births,2004,2004,2004,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,4.17887,4.2
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1990,1990,1990,SEX,SEX_BTSX,Both sexes,120.232835989,120.2 [105.2-137.0]
CM_01,Number of under-five deaths,2023,2023,2023,SEX,SEX_BTSX,Both sexes,78375.0,78 375 [52 822-116 959]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2005,2005,2005,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.15487,0.2
MORT_300,Distribution of causes of death among children aged < 5 years (%),2006,2006,2006,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.01176,0
MORT_200,Deaths per 1 000 live births,2012,2012,2012,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,19.12174,19.1
MORT_200,Deaths per 1 000 live births,2012,2012,2012,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,12.36783,12.4
CM_02,Number of infant deaths,1994,1994,1994,SEX,SEX_BTSX,Both sexes,488006.0,488 006 [457 867-520 410]
MORT_100,"Number of deaths in children aged <5 years, by cause",2019,2019,2019,SEX,SEX_BTSX,Both sexes,6332.79888,6332.8
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1994,1994,1994,SEX,SEX_MLE,Male,17420.0,17 420 [12 762-23 140]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2004,2004,2004,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.01481,0
MORT_100,"Number of deaths in children aged <5 years, by cause",2000,2000,2000,SEX,SEX_BTSX,Both sexes,69046.704105065,69 047
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2018,2018,2018,SEX,SEX_BTSX,Both sexes,37336.0,37 336 [12 907-69 838]
MORT_200,Deaths per 1 000 live births,2007,2007,2007,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,21.06847,21.1
MORT_300,Distribution of causes of death among children aged < 5 years (%),2010,2010,2010,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.16939,0.2
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1970,1970,1970,SEX,SEX_MLE,Male,295.541756136,295.5 [264.4-332.4]
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1997,1997,1997,SEX,SEX_BTSX,Both sexes,22.066604456,22.1 [19.8-25.0]
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),1987,1987,1987,SEX,SEX_BTSX,Both sexes,49.717520928,49.7 [44.1-55.5]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2014,2014,2014,SEX,SEX_BTSX,Both sexes,7.825258709,7.8 [3.5-12.6]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2014,2014,2014,SEX,SEX_FMLE,Female,64.828713438,64.8 [56.9-74.4]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2009,2009,2009,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.11196,0.1
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2002,2002,2002,SEX,SEX_FMLE,Female,12.18297841,12.2 [9.9-14.8]
MORT_200,Deaths per 1 000 live births,2017,2017,2017,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,8.77757,8.8
MORT_100,"Number of deaths in children aged <5 years, by cause",2001,2001,2001,SEX,SEX_BTSX,Both sexes,0.0,0.0
CM_01,Number of under-five deaths,2022,2022,2022,SEX,SEX_BTSX,Both sexes,126363.0,126 363 [89 038-182 020]
MORT_100,"Number of deaths in children aged <5 years, by cause",2007,2007,2007,SEX,SEX_BTSX,Both sexes,2822.677130205,2823
MORT_300,Distribution of causes of death among children aged < 5 years (%),2014,2014,2014,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.12564,0.1
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2011,2011,2011,SEX,SEX_FMLE,Female,15.316126823,15.3 [13.3-17.4]
MORT_100,"Number of deaths in children aged <5 years, by cause",2017,2017,2017,SEX,SEX_BTSX,Both sexes,4359.57083,4359.6
MORT_100,"Number of deaths in children aged <5 years, by cause",2013,2013,2013,SEX,SEX_BTSX,Both sexes,63.24283,63.2
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2011,2011,2011,SEX,SEX_MLE,Male,8.705940327,8.7 [4.6-13.2]
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),2006,2006,2006,SEX,SEX_BTSX,Both sexes,40.048044118,40.0 [35.7-44.6]
MORT_100,"Number of deaths in children aged <5 years, by cause",2005,2005,2005,SEX,SEX_BTSX,Both sexes,134792.71875,134 793
MORT_200,Deaths per 1 000 live births,2009,2009,2009,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.63061,0.6
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2022,2022,2022,SEX,SEX_FMLE,Female,56.175037467,56.2 [40.0-80.0]
MORT_100,"Number of deaths in children aged <5 years, by cause",2021,2021,2021,SEX,SEX_BTSX,Both sexes,5643.50175,5643.5
MORT_100,"Number of deaths in children aged <5 years, by cause",2015,2015,2015,SEX,SEX_BTSX,Both sexes,84932.073446812,84 932
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2000,2000,2000,SEX,SEX_BTSX,Both sexes,232.052297382,232.1 [213.1-253.1]
MORT_100,"Number of deaths in children aged <5 years, by cause",2012,2012,2012,SEX,SEX_BTSX,Both sexes,22234.031180707,22 234
MORT_200,Deaths per 1 000 live births,2014,2014,2014,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,1.04989,1
MORT_300,Distribution of causes of death among children aged < 5 years (%),2012,2012,2012,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0787,0.1
MORT_100,"Number of deaths in children aged <5 years, by cause",2014,2014,2014,SEX,SEX_BTSX,Both sexes,53924.50117221732,9210.405471956225
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1994,1994,1994,SEX,SEX_MLE,Male,114.119837499,114.1 [106.8-121.9]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2007,2007,2007,SEX,SEX_BTSX,Both sexes,32546.0,32 546 [27 421-38 617]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2023,2023,2023,SEX,SEX_FMLE,Female,99.458998464,99.5 [68.8-146.0]
MORT_100,"Number of deaths in children aged <5 years, by cause",2007,2007,2007,SEX,SEX_BTSX,Both sexes,0.0,0.0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2021,2021,2021,SEX,SEX_FMLE,Female,17246.0,17 246 [5114-36 081]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2018,2018,2018,SEX,SEX_MLE,Male,72.88807863,72.9 [58.9-92.0]
MORT_100,"Number of deaths in children aged <5 years, by cause",2015,2015,2015,SEX,SEX_BTSX,Both sexes,60.05412,60.1
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1994,1994,1994,SEX,SEX_BTSX,Both sexes,105.81675736,105.8 [99.2-113.0]
MORT_100,"Number of deaths in children aged <5 years, by cause",2018,2018,2018,SEX,SEX_BTSX,Both sexes,1368.51152,1368.5
CM_04,Number of deaths among children ages 5 to 9 years,2005,2005,2005,SEX,SEX_BTSX,Both sexes,75011.0,75 011 [67 751-83 294]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2013,2013,2013,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.03854,0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2012,2012,2012,SEX,SEX_FMLE,Female,16192.0,16 192 [8118-24 990]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,2015,2015,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0
MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,2015,2015,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.17308,0.2
MORT_100,"Number of deaths in children aged <5 years, by cause",2013,2013,2013,SEX,SEX_BTSX,Both sexes,14325.116657271,14 325
MORT_300,Distribution of causes of death among children aged < 5 years (%),2005,2005,2005,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.03007,0
MORT_200,Deaths per 1 000 live births,2014,2014,2014,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,12.67847,12.7
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,1991,1991,1991,SEX,SEX_BTSX,Both sexes,105164.0,105 164 [92 457-120 031]
MORT_200,Deaths per 1 000 live births,2015,2015,2015,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00841,0
MORT_200,Deaths per 1 000 live births,2014,2014,2014,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,10.42566,10.4
MORT_100,"Number of deaths in children aged <5 years, by cause",2002,2002,2002,SEX,SEX_BTSX,Both sexes,53924.50117221732,9210.405471956225
CM_03,Number of neonatal deaths,1968,1968,1968,SEX,SEX_BTSX,Both sexes,172619.0,172 619 [147 166-204 814]
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2022,2022,2022,SEX,SEX_BTSX,Both sexes,12.302678526,12.3 [9.8-14.7]
MORT_100,"Number of deaths in children aged <5 years, by cause",2014,2014,2014,SEX,SEX_BTSX,Both sexes,1315.68572998,1316
MORT_300,Distribution of causes of death among children aged < 5 years (%),2002,2002,2002,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00105,0
MORT_200,Deaths per 1 000 live births,2017,2017,2017,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,1.55126,1.6
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1999,1999,1999,SEX,SEX_BTSX,Both sexes,21.047358533,21.0 [18.9-23.6]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1991,1991,1991,SEX,SEX_BTSX,Both sexes,66954.0,66 954 [48 190-87 613]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2006,2006,2006,SEX,SEX_FMLE,Female,15482.0,15 482 [9173-22 041]
MORT_100,"Number of deaths in children aged <5 years, by cause",2007,2007,2007,SEX,SEX_BTSX,Both sexes,10910.23782,10910.2
MORT_300,Distribution of causes of death among children aged < 5 years (%),2006,2006,2006,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.09215,0.1
MORT_100,"Number of deaths in children aged <5 years, by cause",2002,2002,2002,SEX,SEX_BTSX,Both sexes,0.0,0.0
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,2014,2014,2014,SEX,SEX_BTSX,Both sexes,116821.0,116 821 [100 000-136 851]
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,1995,1995,1995,SEX,SEX_FMLE,Female,50769.0,50 769 [44 627-58 243]
MORT_100,"Number of deaths in children aged <5 years, by cause",2021,2021,2021,SEX,SEX_BTSX,Both sexes,51227.48082,51227.5
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2018,2018,2018,SEX,SEX_FMLE,Female,15430.0,15 430 [11 055-21 537]
MORT_200,Deaths per 1 000 live births,2016,2016,2016,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,12.21703,12.2
MORT_100,"Number of deaths in children aged <5 years, by cause",2005,2005,2005,SEX,SEX_BTSX,Both sexes,31999.99481,32000.0
MORT_200,Deaths per 1 000 live births,2006,2006,2006,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,3.17928,3.2
MORT_200,Deaths per 1 000 live births,2009,2009,2009,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,14.22927,14.2
CM_02,Number of infant deaths,2007,2007,2007,SEX,SEX_FMLE,Female,225728.0,225 728 [209 306-242 882]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2015,2015,2015,SEX,SEX_MLE,Male,17.52113422,17.5 [12.5-23.6]
CM_02,Number of infant deaths,1976,1976,1976,SEX,SEX_FMLE,Female,167706.0,167 706 [151 277-185 780]
CM_03,Number of neonatal deaths,2006,2006,2006,SEX,SEX_BTSX,Both sexes,257453.0,257 453 [229 212-286 697]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2013,2013,2013,SEX,SEX_BTSX,Both sexes,71.355073801,71.4 [63.8-80.4]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1992,1992,1992,SEX,SEX_FMLE,Female,12.351332892,12.4 [6.4-18.6]
CM_01,Number of under-five deaths,1990,1990,1990,SEX,SEX_BTSX,Both sexes,210810.0,210 810 [189 109-233 780]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2017,2017,2017,SEX,SEX_MLE,Male,39734.0,39 734 [26 080-57 677]
MORT_200,Deaths per 1 000 live births,2006,2006,2006,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,2.56603,2.6
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1984,1984,1984,SEX,SEX_BTSX,Both sexes,207.230180783,207.2 [191.3-223.3]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1999,1999,1999,SEX,SEX_BTSX,Both sexes,187.783400341,187.8 [176.2-200.2]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2014,2014,2014,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.02963,0
MORT_300,Distribution of causes of death among children aged < 5 years (%),2002,2002,2002,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.17449,0.2
MORT_200,Deaths per 1 000 live births,2017,2017,2017,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.88643,0.9
CM_01,Number of under-five deaths,1996,1996,1996,SEX,SEX_MLE,Male,508741.0,508 741 [476 536-542 424]
MORT_100,"Number of deaths in children aged <5 years, by cause",2017,2017,2017,SEX,SEX_BTSX,Both sexes,0.0,0.0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2008,2008,2008,SEX,SEX_MLE,Male,15757.0,15 757 [13 071-18 923]
MORT_200,Deaths per 1 000 live births,2012,2012,2012,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.49815,0.5
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2003,2003,2003,SEX,SEX_MLE,Male,10.969346329,11.0 [9.0-13.3]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2006,2006,2006,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.04127,0
